listing_url,listing_id,plate_number,image_index,image_url
https://www.otomol.com/araclar/bmw-1-serisi-118i-sport-line-otomatik-2023-ikinci-el-araba-8593,8593,06ECZ633,11,https://www.otomol.com/gorsel/6948624f-6069-47e3-913e-335ece17980f
https://www.otomol.com/araclar/bmw-1-serisi-118i-sport-line-otomatik-2023-ikinci-el-araba-8593,8593,06ECZ633,12,https://www.otomol.com/gorsel/d5de8aa8-5c0d-4bca-af17-46a26b5edc9f
https://www.otomol.com/araclar/bmw-1-serisi-118i-sport-line-otomatik-2023-ikinci-el-araba-8593,8593,06ECZ633,13,https://www.otomol.com/gorsel/1a76ab2c-33d6-4d31-a3bb-74e7d1c45118
https://www.otomol.com/araclar/bmw-1-serisi-118i-sport-line-otomatik-2023-ikinci-el-araba-8593,8593,06ECZ633,14,https://www.otomol.com/gorsel/efd60917-67f2-4388-af0d-6ace16775dc3
https://www.otomol.com/araclar/bmw-1-serisi-118i-sport-line-otomatik-2023-ikinci-el-araba-8593,8593,06ECZ633,15,https://www.otomol.com/gorsel/5b66f336-94d5-44a1-a095-e6e550599573
https://www.otomol.com/araclar/bmw-1-serisi-118i-sport-line-otomatik-2023-ikinci-el-araba-8593,8593,06ECZ633,16,https://www.otomol.com/gorsel/86bd86b1-f1ac-4365-8100-5b41b67aef92
https://www.otomol.com/araclar/bmw-1-serisi-118i-sport-line-otomatik-2023-ikinci-el-araba-8593,8593,06ECZ633,17,https://www.otomol.com/gorsel/4f9ed3b0-4824-4fa6-836b-8047ba97f581
https://www.otomol.com/araclar/bmw-1-serisi-118i-sport-line-otomatik-2023-ikinci-el-araba-8593,8593,06ECZ633,18,https://www.otomol.com/gorsel/7e643892-9230-4e6c-9a04-a2186fefd5fe
https://www.otomol.com/araclar/bmw-1-serisi-118i-sport-line-otomatik-2023-ikinci-el-araba-8593,8593,06ECZ633,19,https://www.otomol.com/gorsel/7cf1a196-beb8-4f65-b79f-004e5f4d3e42
https://www.otomol.com/araclar/bmw-1-serisi-118i-sport-line-otomatik-2023-ikinci-el-araba-8593,8593,06ECZ633,20,https://www.otomol.com/gorsel/a6f06555-a52c-458a-860c-4b7d45496a15
https://www.otomol.com/araclar/bmw-1-serisi-118i-sport-line-otomatik-2023-ikinci-el-araba-8593,8593,06ECZ633,21,https://www.otomol.com/gorsel/b139da38-c68b-4069-9fbf-c250823a4cc2
https://www.otomol.com/araclar/bmw-1-serisi-118i-sport-line-otomatik-2023-ikinci-el-araba-8593,8593,06ECZ633,22,https://www.otomol.com/gorsel/93056976-a4fd-4434-bd2c-c717fa2134da
https://www.otomol.com/araclar/bmw-1-serisi-118i-sport-line-otomatik-2023-ikinci-el-araba-8593,8593,06ECZ633,23,https://www.otomol.com/gorsel/d28604df-373d-4cbf-bdc8-948966b45678
https://www.otomol.com/araclar/bmw-1-serisi-118i-sport-line-otomatik-2023-ikinci-el-araba-8593,8593,06ECZ633,24,https://www.otomol.com/gorsel/ff8ea7a7-932c-4246-80b3-206d0dbaaa3f
https://www.otomol.com/araclar/bmw-1-serisi-118i-sport-line-otomatik-2023-ikinci-el-araba-8593,8593,06ECZ633,25,https://www.otomol.com/gorsel/eca9a869-20d9-49f9-b8c1-a3bfdeb40fcc
https://www.otomol.com/araclar/bmw-1-serisi-118i-sport-line-otomatik-2023-ikinci-el-araba-8593,8593,06ECZ633,26,https://www.otomol.com/gorsel/103edfd0-95fa-4fc9-920e-984c39100b3e
https://www.otomol.com/araclar/bmw-1-serisi-118i-sport-line-otomatik-2023-ikinci-el-araba-8639,8639,34HHA745,1,https://www.otomol.com/gorsel/cc1a5639-a6ee-4f85-8aea-ed1dfce1be7e
https://www.otomol.com/araclar/bmw-1-serisi-118i-sport-line-otomatik-2023-ikinci-el-araba-8639,8639,34HHA745,2,https://www.otomol.com/gorsel/9fe8515f-f726-461c-85df-f5503b794798
https://www.otomol.com/araclar/bmw-1-serisi-118i-sport-line-otomatik-2023-ikinci-el-araba-8639,8639,34HHA745,3,https://www.otomol.com/gorsel/c11eaf9c-17e3-4b07-be8f-6aa505e11448
https://www.otomol.com/araclar/bmw-1-serisi-118i-sport-line-otomatik-2023-ikinci-el-araba-8639,8639,34HHA745,4,https://www.otomol.com/gorsel/bc912f62-e1cc-4de6-8f65-6356938d47ab
https://www.otomol.com/araclar/bmw-1-serisi-118i-sport-line-otomatik-2023-ikinci-el-araba-8639,8639,34HHA745,5,https://www.otomol.com/gorsel/43f5b843-2191-41a6-bdd8-1d25e27512fc
https://www.otomol.com/araclar/bmw-1-serisi-118i-sport-line-otomatik-2023-ikinci-el-araba-8639,8639,34HHA745,6,https://www.otomol.com/gorsel/993a84b0-ed62-4896-8b14-bc38c88eade0
https://www.otomol.com/araclar/bmw-1-serisi-118i-sport-line-otomatik-2023-ikinci-el-araba-8639,8639,34HHA745,7,https://www.otomol.com/gorsel/6dc045f2-b71c-40b0-857c-a4c96266f84b
https://www.otomol.com/araclar/bmw-1-serisi-118i-sport-line-otomatik-2023-ikinci-el-araba-8639,8639,34HHA745,8,https://www.otomol.com/gorsel/6318f5d9-4499-4e0a-b0a0-95ca32bfd3be
https://www.otomol.com/araclar/bmw-1-serisi-118i-sport-line-otomatik-2023-ikinci-el-araba-8639,8639,34HHA745,9,https://www.otomol.com/gorsel/340c3e87-a016-416f-bd61-b46979b5b27c
https://www.otomol.com/araclar/bmw-1-serisi-118i-sport-line-otomatik-2023-ikinci-el-araba-8639,8639,34HHA745,10,https://www.otomol.com/gorsel/f9fe5062-c951-4059-95ea-aa2d8f89ff04
https://www.otomol.com/araclar/bmw-1-serisi-118i-sport-line-otomatik-2023-ikinci-el-araba-8639,8639,34HHA745,11,https://www.otomol.com/gorsel/5438e2d9-6321-4def-9cde-bbe30f193705
